author_id,total_tweets,retweet_count,original_count,retweet_dependency,dependency_label
807600102,64,64,0,100.0,100.0%
1249324885,64,64,0,100.0,100.0%
2177263538,64,64,0,100.0,100.0%
871093575504859142,64,64,0,100.0,100.0%
1309076178389606402,64,64,0,100.0,100.0%
1559923906567458817,64,64,0,100.0,100.0%
324694555,63,63,0,100.0,100.0%
3301820709,63,63,0,100.0,100.0%
883452886130323459,63,63,0,100.0,100.0%
890474008696803328,63,63,0,100.0,100.0%
897822788312059908,63,63,0,100.0,100.0%
1071708486373965824,63,63,0,100.0,100.0%
1138488093303091200,63,63,0,100.0,100.0%
2856429832,62,62,0,100.0,100.0%
930217579800604672,62,62,0,100.0,100.0%
382242010,61,61,0,100.0,100.0%
393977798,61,61,0,100.0,100.0%
548602378,61,61,0,100.0,100.0%
2922475858,61,61,0,100.0,100.0%
2972771951,61,61,0,100.0,100.0%
973461378169233413,61,61,0,100.0,100.0%
1259400559548936198,61,61,0,100.0,100.0%
70340615,60,60,0,100.0,100.0%
582007469,60,60,0,100.0,100.0%
867592850,60,60,0,100.0,100.0%
1370260423,60,60,0,100.0,100.0%
2841102357,60,60,0,100.0,100.0%
2939427359,60,60,0,100.0,100.0%
4653201923,60,60,0,100.0,100.0%
704640941005651968,60,60,0,100.0,100.0%
952879050929864706,60,60,0,100.0,100.0%
1170768425339240449,60,60,0,100.0,100.0%
1369813377682464769,60,60,0,100.0,100.0%
396080285,59,59,0,100.0,100.0%
480392961,59,59,0,100.0,100.0%
490761333,59,59,0,100.0,100.0%
2248491127,59,59,0,100.0,100.0%
2777142323,59,59,0,100.0,100.0%
864835026315247616,59,59,0,100.0,100.0%
1080795937923059714,59,59,0,100.0,100.0%
420575423,58,58,0,100.0,100.0%
1161023646,58,58,0,100.0,100.0%
1102906258540118018,58,58,0,100.0,100.0%
1163766669778571265,58,58,0,100.0,100.0%
1330174980236201990,58,58,0,100.0,100.0%
1538833907914788864,58,58,0,100.0,100.0%
51437024,57,57,0,100.0,100.0%
3181529745,57,57,0,100.0,100.0%
4220407211,57,57,0,100.0,100.0%
785493691817492480,57,57,0,100.0,100.0%
1016093077948289024,57,57,0,100.0,100.0%
1243561802853756928,57,57,0,100.0,100.0%
64240096,56,56,0,100.0,100.0%
308366176,56,56,0,100.0,100.0%
831218967066853377,56,56,0,100.0,100.0%
923575670210531328,56,56,0,100.0,100.0%
968938988219392004,56,56,0,100.0,100.0%
997528560482050048,56,56,0,100.0,100.0%
1151447023272570881,56,56,0,100.0,100.0%
